Kab/Kota,jumlah,jns_kelamin,profesi,unit_kerja,tahun
 Kota Tasikmalaya,2,laki-laki,dokter gigi,puskesmas,2022
 Kota Tasikmalaya,0,laki-laki,dokter gigi spesialis,puskesmas,2022
 Kota Tasikmalaya,9,perempuan,dokter gigi,puskesmas,2022
 Kota Tasikmalaya,0,perempuan,dokter gigi spesialis,puskesmas,2022
Kabupaten Karawang,0,laki-laki,dokter gigi,klinik DINKES,2022
Kabupaten Karawang,0,laki-laki,dokter gigi spesialis,klinik DINKES,2022
Kabupaten Karawang,1,perempuan,dokter gigi,klinik DINKES,2022
Kabupaten Karawang,0,perempuan,dokter gigi spesialis,klinik DINKES,2022
Kota Purwakarta,0,laki-laki,dokter gigi,klinik DINKES,2022
Kota Purwakarta,0,laki-laki,dokter gigi spesialis,klinik DINKES,2022
Kota Purwakarta,1,perempuan,dokter gigi,klinik DINKES,2022
Kota Purwakarta,0,perempuan,dokter gigi spesialis,klinik DINKES,2022
